index,Provider Name,Provider State,Federal Provider Number,Provider SSA County Code,Provider County Name,Overall Rating,Location,Latitude,Longitude
6737,CHELSEA JEWISH NURSING HOME,MA,225451,160,Suffolk,5.0,"17 LAFAYETTE AVENUE
CHELSEA, MA 02150
(42.400133, -71.030868)",42.400133,-71.030868
6743,ST JOSEPH REHAB & NURSING CARE CENTER,MA,225493,160,Suffolk,5.0,"321 CENTRE STREET
DORCHESTER, MA 02122
(42.294184, -71.059987)",42.294184,-71.059987
6746,VERO HEALTH & REHAB OF MATTAPAN,MA,225532,160,Suffolk,5.0,"405 RIVER STREET
MATTAPAN, MA 02126
(42.269733, -71.090471)",42.269733,-71.090471
6751,BETHANY SKILLED NURSING FACILITY,MA,225535,90,Middlesex,5.0,"97 BETHANY ROAD
FRAMINGHAM, MA 01701
(42.265117, -71.430842)",42.265117,-71.430842
6753,"VERO HEALTH & REHAB, PARKWAY",MA,225497,160,Suffolk,5.0,"1190 VFW PARKWAY
BOSTON, MA 02132
(42.281057, -71.170733)",42.281057,-71.170733
6755,"NEW BEDFORD JEWISH CONVALESCENT HOME, INC",MA,225481,20,Bristol,5.0,"200 HAWTHORN STREET
NEW BEDFORD, MA 02740
(41.628956, -70.939702)",41.628956,-70.939702
6758,MOUNT SAINT VINCENT CARE CENTER,MA,225480,70,Hampden,5.0,"35 HOLY FAMILY ROAD
HOLYOKE, MA 01040
(42.175499, -72.636549)",42.175499,-72.636549
6761,ALDEN COURT NURSING & REHAB CENTER,MA,225387,20,Bristol,5.0,"389 ALDEN ROAD
FAIRHAVEN, MA 02719
(41.664345, -70.9032)",41.664345,-70.9032
6766,SHREWSBURY NURSING & REHABILITATION CENTER,MA,225491,170,Worcester,5.0,"40 JULIO DRIVE
SHREWSBURY, MA 01545
(42.291856, -71.703094)",42.291856,-71.703094
6770,SANDALWOOD CENTER,MA,225490,170,Worcester,5.0,"3 PINE STREET
OXFORD, MA 01540
(42.114851, -71.869446)",42.114851,-71.869446
6772,ARMENIAN NURSING & REHABILITATION CENTER,MA,225417,160,Suffolk,5.0,"431 POND STREET
BOSTON, MA 02130
(42.309555, -71.132318)",42.309555,-71.132318
6779,MEADOWS OF CENTRAL MASSACHUSETTS (THE),MA,225668,170,Worcester,5.0,"111 HUNTOON MEMORIAL HIGHWAY
ROCHDALE, MA 01542
(42.201287, -71.899936)",42.201287,-71.899936
6781,HARMONY RIVER LIVING CENTER,MN,245114,420,Mc Leod,5.0,"1555 SHERWOOD STREET SOUTHEAST
HUTCHINSON, MN 55350
(44.866857, -94.365308)",44.866857,-94.365308
6783,FRIENDSHIP VILLAGE OF BLOOMINGTON,MN,245229,260,Hennepin,5.0,"8100 HIGHWOOD DRIVE
BLOOMINGTON, MN 55438
(44.854859, -93.389996)",44.854859,-93.389996
6789,GOOD SAMARITAN SOCIETY - MAPLEWOOD,MN,245221,610,Ramsey,5.0,"550 EAST ROSELAWN AVENUE
MAPLEWOOD, MN 55117
(44.999104, -93.077867)",44.999104,-93.077867
6793,TCU-BROCKTON HOSPITAL,MA,225721,150,Plymouth,5.0,"680 CENTRE STREET
BROCKTON, MA 02302
(42.08621, -70.991083)",42.08621,-70.991083
6794,BERKSHIRE PLACE,MA,225762,10,Berkshire,5.0,"290 SOUTH STREET
PITTSFIELD, MA 01201
(42.440186, -73.256845)",42.440186,-73.256845
6800,NORLITE NURSING CENTER,MI,235367,510,Marquette,5.0,"701 HOMESTEAD ST
MARQUETTE, MI 49855
(46.539638, -87.407182)",46.539638,-87.407182
6802,RECUPERATIVE SERVICES UNIT-HEBREW REHAB CENTER,MA,225759,160,Suffolk,5.0,"1200 CENTRE STREET
BOSTON, MA 02131
(42.297875, -71.130322)",42.297875,-71.130322
6805,AITKIN HEALTH SERVICES,MN,245119,0,Aitkin,5.0,"301 MINNESOTA AVENUE SOUTH
AITKIN, MN 56431
(46.52672, -93.707191)",46.52672,-93.707191
6806,TIMOTHY DANIELS HOUSE,MA,225709,90,Middlesex,5.0,"84 ELM STREET
HOLLISTON, MA 01746
(42.202069, -71.424814)",42.202069,-71.424814
6807,SEA VIEW CONVALESCENT AND NURSING HOME,MA,225688,40,Essex,5.0,"50 MANSION DRIVE
ROWLEY, MA 01969
(42.73727, -70.88174)",42.73727,-70.88174
6810,MARY'S MEADOW AT PROVIDENCE PLACE,MA,225738,70,Hampden,5.0,"12 GAMELIN STREET
HOLYOKE, MA 01040
(42.163265, -72.637403)",42.163265,-72.637403
6818,SLEEPY EYE CARE CENTER,MN,245225,70,Brown,5.0,"1105 3RD AVENUE SOUTHWEST
SLEEPY EYE, MN 56085
(44.286898, -94.725715)",44.286898,-94.725715
6820,GUARDIAN ANGELS CARE CENTER,MN,245012,700,Sherburne,5.0,"400 EVANS AVENUE
ELK RIVER, MN 55330
(45.306295, -93.559555)",45.306295,-93.559555
6832,STONE REHABILITATION AND SENIOR LIVING,MA,225683,90,Middlesex,5.0,"277 ELLIOT STREET
NEWTON UPPER FALLS, MA 02164
(42.312723, -71.220546)",42.312723,-71.220546
6834,BRIDGEWATER NURSING HOME,MA,225616,150,Plymouth,5.0,"16 PLEASANT STREET
BRIDGEWATER, MA 02324
(41.986575, -70.979753)",41.986575,-70.979753
6838,FROH COMMUNITY HOME,MI,235345,740,St. Joseph,5.0,"307 N FRANKS AVENUE
STURGIS, MI 49091
(41.806406, -85.398844)",41.806406,-85.398844
6841,DIGHTON CARE AND REHABILITATION CENTER LLC,MA,225612,20,Bristol,5.0,"907 CENTRE STREET
NORTH DIGHTON, MA 02764
(41.839804, -71.141408)",41.839804,-71.141408
6851,MOUNT OLIVET CAREVIEW HOME,MN,245071,260,Hennepin,5.0,"5517 LYNDALE AVENUE SOUTH
MINNEAPOLIS, MN 55419
(44.902952, -93.288237)",44.902952,-93.288237
6860,MARINA BAY SKILLED NURSING & REHABILITATION CTR,MA,225680,130,Norfolk,5.0,"2 SEAPORT DRIVE
QUINCY, MA 02171
(42.292797, -71.029511)",42.292797,-71.029511
6861,LASELL HOUSE,MA,225755,90,Middlesex,5.0,"120 SEMINARY AVENUE
NEWTON, MA 02466
(42.339225, -71.249541)",42.339225,-71.249541
6866,PLEASANT BAY NURSING & REHABILITATION,MA,225667,0,Barnstable,5.0,"383 SOUTH ORLEANS ROAD
BREWSTER, MA 02631
(41.737843, -70.000851)",41.737843,-70.000851
6867,HEARTLAND HEALTH CARE CENTER-PLYMOUTH,MI,235351,810,Wayne,5.0,"105 HAGGERTY RD
PLYMOUTH, MI 48170
(42.372198, -83.445546)",42.372198,-83.445546
6868,MADONNA TOWERS OF ROCHESTER INC,MN,245153,540,Olmsted,5.0,"4001 19TH AVENUE NORTHWEST
ROCHESTER, MN 55901
(44.064664, -92.49284)",44.064664,-92.49284
6871,GOOD SAMARITAN SOCIETY - STILLWATER,MN,245207,810,Washington,5.0,"1119 OWENS STREET NORTH
STILLWATER, MN 55082
(45.06526, -92.820636)",45.06526,-92.820636
6884,SCHEURER HOSPITAL LTCU,MI,23E362,310,Huron,5.0,"170 N CASEVILLE RD
PIGEON, MI 48755
(43.834329, -83.279517)",43.834329,-83.279517
6887,ALAMO NURSING HOME INC,MI,235311,380,Kalamazoo,5.0,"8290 W C AVE
KALAMAZOO, MI 49009
(42.389574, -85.713989)",42.389574,-85.713989
6889,LIFE CARE CENTER OF WEST BRIDGEWATER,MA,225704,150,Plymouth,5.0,"765 WEST CENTER STREET
WEST BRIDGEWATER, MA 02379
(42.011625, -71.054647)",42.011625,-71.054647
6894,FAIRVIEW UNIVERSITY TRANS SERV,MN,245170,260,Hennepin,5.0,"2450 RIVERSIDE AVENUE SOUTH
MINNEAPOLIS, MN 55454
(44.966335, -93.23812)",44.966335,-93.23812
6900,COMMONS RESIDENCE AT ORCHARD COVE,MA,225672,130,Norfolk,5.0,"1 DEL POND DRIVE
CANTON, MA 02021
(42.17131, -71.11388)",42.17131,-71.11388
6905,BAYPOINTE REHABILITATION & SKILLED CARE CENTER,MA,225690,150,Plymouth,5.0,"50 CHRISTY PLACE
BROCKTON, MA 02301
(42.089784, -71.054547)",42.089784,-71.054547
6909,AUGUSTANA HEALTH CARE CENTER OF HASTINGS,MN,245224,180,Dakota,5.0,"930 WEST 16TH STREET
HASTINGS, MN 55033
(44.730217, -92.865017)",44.730217,-92.865017
6916,WILLIAM B RICE EVENTIDE HOME,MA,225739,130,Norfolk,5.0,"215 ADAMS ST
QUINCY, MA 02169
(42.255079, -71.014692)",42.255079,-71.014692
6917,GOLDEN LIVINGCENTER - HILLCREST OF WAYZATA,MN,245084,260,Hennepin,5.0,"15409 WAYZATA BOULEVARD
WAYZATA, MN 55391
(44.969046, -93.474339)",44.969046,-93.474339
6924,ESSENTIA HEALTH OAK CROSSING,MN,245212,20,Becker,5.0,"1040 LINCOLN AVENUE
DETROIT LAKES, MN 56501
(46.814409, -95.843352)",46.814409,-95.843352
6929,NEILSON PLACE,MN,245039,30,Beltrami,5.0,"1000 ANNE STREET NORTHWEST
BEMIDJI, MN 56601
(47.504986, -94.894533)",47.504986,-94.894533
6930,SUNNYSIDE HEALTH CARE CENTER,MN,245045,80,Carlton,5.0,"512 SKYLINE BOULEVARD
CLOQUET, MN 55720
(46.731861, -92.461577)",46.731861,-92.461577
6939,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,235023,120,Calhoun,5.0,"200 E ROOSEVELT
BATTLE CREEK, MI 49017
(42.339282, -85.18055)",42.339282,-85.18055
6940,PONTOTOC HEALTH & REHAB CENTER,MS,255270,570,Pontotoc,5.0,"278 WEST EIGHTH STREET
PONTOTOC, MS 38863
(34.233139, -89.011833)",34.233139,-89.011833
6943,ISABELLA CO MEDICAL CARE FACIL,MI,235037,360,Isabella,5.0,"1222 NORTH DR
MOUNT PLEASANT, MI 48858
(43.600411, -84.761768)",43.600411,-84.761768
6946,OAKPOINTE SENIOR CARE AND REHAB CENTER,MI,235207,810,Wayne,5.0,"18901 MEYERS RD
DETROIT, MI 48235
(42.430135, -83.170624)",42.430135,-83.170624
6949,"D'YOUVILLE TRANSITIONAL CARE, INC",MA,225777,90,Middlesex,5.0,"1071 VARNUM AVENUE
LOWELL, MA 01854
(42.644666, -71.368217)",42.644666,-71.368217
6953,HIGHLAND MANOR CARE AND REHABILITATION CENTER LLC,MA,225780,20,Bristol,5.0,"761 HIGHLAND AVENUE
FALL RIVER, MA 02720
(41.715642, -71.14323)",41.715642,-71.14323
6957,MARLETTE COMM HOSP LTCU,MI,235074,750,Sanilac,5.0,"2770 MAIN ST
MARLETTE, MI 48453
(43.332613, -83.080172)",43.332613,-83.080172
6958,ALLEGAN COUNTY MEDICAL CARE FA,MI,235213,20,Allegan,5.0,"3265 122ND AVE
ALLEGAN, MI 49010
(42.57891, -85.867031)",42.57891,-85.867031
6964,"SOUTH LYON SENIOR CARE AND REHAB CENTER, L L C",MI,235065,620,Oakland,5.0,"700 REYNOLD SWEET PARKWAY
SOUTH LYON, MI 48178
(42.458415, -83.647413)",42.458415,-83.647413
6970,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,MA,225774,130,Norfolk,5.0,"7000 GREAT MEADOW ROAD
DEDHAM, MA 02026
(42.265186, -71.197187)",42.265186,-71.197187
6973,FOUNTAIN VIEW OF MONROE,MI,235225,570,Monroe,5.0,"1971 N MONROE STREET
MONROE, MI 48162
(41.942199, -83.386242)",41.942199,-83.386242
6978,HEARTLAND HEALTH CARE CENTER-IONIA,MI,235032,330,Ionia,5.0,"814 E LINCOLN AVE
IONIA, MI 48846
(42.987359, -85.042927)",42.987359,-85.042927
6979,LENAWEE MEDICAL CARE FACILITY,MI,235224,450,Lenawee,5.0,"200 SAND CREEK HWY
ADRIAN, MI 49221
(41.903688, -84.079335)",41.903688,-84.079335
6981,BERKSHIRE HEALTH CARE CENTER,MA,225771,10,Berkshire,5.0,"7 SANDISFIELD ROAD
SANDISFIELD, MA 01255
(42.093518, -73.079805)",42.093518,-73.079805
6985,MARYCREST MANOR,MI,235120,810,Wayne,5.0,"15475 MIDDLEBELT RD
LIVONIA, MI 48154
(42.400493, -83.334603)",42.400493,-83.334603
6993,CAMELLIA ESTATES,MS,255280,560,Pike,5.0,"1714 WHITE STREET
MCCOMB, MS 39648
(31.253131, -90.474143)",31.253131,-90.474143
6994,WEST HICKORY HAVEN,MI,235262,620,Oakland,5.0,"3310 W COMMERCE RD
MILFORD, MI 48380
(42.599625, -83.661102)",42.599625,-83.661102
6995,OTSEGO MEMORIAL HOSPITAL LTCU,MI,235006,680,Otsego,5.0,"825 N CENTER ST
GAYLORD, MI 49735
(45.035374, -84.673886)",45.035374,-84.673886
6998,SPECTRUM HEALTH - REED CITY CA,MI,235205,660,Osceola,5.0,"300 NORTH PATTERSON RD
REED CITY, MI 49677
(43.87848, -85.522916)",43.87848,-85.522916
7000,LINDEN PONDS,MA,225773,150,Plymouth,5.0,"400 LINDEN PONDS WAY
HINGHAM, MA 02043
(42.196501, -70.916203)",42.196501,-70.916203
7001,VICKSBURG CONVALESCENT CENTER,MS,255253,740,Warren,5.0,"1708 CHERRY STREET
VICKSBURG, MS 39180
(32.345504, -90.879285)",32.345504,-90.879285
7005,WINDHAM HOUSE OF HATTIESBURG,MS,255265,37,Forrest,5.0,"37 HILLCREST DRIVE
HATTIESBURG, MS 39402
(31.318047, -89.370696)",31.318047,-89.370696
7006,CHRISTIAN PARK VILLAGE,MI,235179,200,Delta,5.0,"2525 7TH AVENUE SOUTH
ESCANABA, MI 49829
(45.737235, -87.081593)",45.737235,-87.081593
7010,NEWAYGO CO MEDICAL CARE FACILI,MI,235076,610,Newaygo,5.0,"4465 W 48TH ST
FREMONT, MI 49412
(43.467021, -85.911905)",43.467021,-85.911905
7012,EATON COUNTY MEDICAL CARE FACI,MI,235027,220,Eaton,5.0,"530 W BEECH ST
CHARLOTTE, MI 48813
(42.579033, -84.843179)",42.579033,-84.843179
7013,FRIENDSHIP VILLAGE,MI,235248,380,Kalamazoo,5.0,"1400 N DRAKE RD
KALAMAZOO, MI 49006
(42.306188, -85.648133)",42.306188,-85.648133
7019,MICHIGAN MASONIC HOME,MI,235020,280,Gratiot,5.0,"1200 WRIGHT AVE
ALMA, MI 48801
(43.387904, -84.666737)",43.387904,-84.666737
7028,TUSCOLA COUNTY MEDICAL CARE FACILITY,MI,235089,780,Tuscola,5.0,"1285 CLEAVER RD
CARO, MI 48723
(43.503876, -83.387751)",43.503876,-83.387751
7030,GRANDVUE MEDICAL CARE FACILITY,MI,235062,140,Charlevoix,5.0,"1728 S PENINSULA ROAD
EAST JORDAN, MI 49727
(45.179585, -85.13957)",45.179585,-85.13957
7032,REST HAVEN HEALTH AND REHABILITATION,MS,255247,690,Tippah,5.0,"103 CUNNINGHAM DRIVE
RIPLEY, MS 38663
(34.74015, -88.953706)",34.74015,-88.953706
7037,MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER,MI,235201,190,Crawford,5.0,"1100 MICHIGAN AVE
GRAYLING, MI 49738
(44.667251, -84.707939)",44.667251,-84.707939
7039,GRAND TRAVERSE PAVILIONS,MI,235088,270,Grand Traverse,5.0,"1000 PAVILIONS CIRCLE
TRAVERSE CITY, MI 49684
(44.75875, -85.641603)",44.75875,-85.641603
7041,SPECTRUM HEALTH REHAB & NSG CTRS-UNITED HOSPITAL,MI,235143,580,Montcalm,5.0,"615 S BOWER ST
GREENVILLE, MI 48838
(43.175469, -85.268781)",43.175469,-85.268781
7044,DANIELS HOUSE NURSING HOME,MA,225776,90,Middlesex,5.0,"59 MIDDLESEX AVENUE
READING, MA 01867
(42.526544, -71.110059)",42.526544,-71.110059
7052,HOYT NURSING & REHAB CENTRE,MI,235056,720,Saginaw,5.0,"1202 WEISS ST
SAGINAW, MI 48602
(43.443706, -83.957047)",43.443706,-83.957047
7061,OAKVIEW MEDICAL CARE FACILITY,MI,235072,520,Mason,5.0,"1000 DIANA ST
LUDINGTON, MI 49431
(43.957731, -86.430906)",43.957731,-86.430906
7062,GOGEBIC MEDICAL CARE FACILITY,MI,235026,260,Gogebic,5.0,"402 NORTH STREET
WAKEFIELD, MI 49968
(46.465562, -89.96768)",46.465562,-89.96768
7067,ALLIANCE HEALTHCARE CENTER AT BRAINTREE,MA,225769,130,Norfolk,5.0,"175 GROVE STREET
BRAINTREE, MA 02184
(42.193048, -70.991863)",42.193048,-70.991863
7071,WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,MI,235274,570,Monroe,5.0,"1236 S MONROE ST
MONROE, MI 48161
(41.904755, -83.407546)",41.904755,-83.407546
7072,CHRISTIAN PARK HEALTH CARE CENTER,MI,235244,200,Delta,5.0,"2415 5TH AVE SOUTH
ESCANABA, MI 49829
(45.739199, -87.082661)",45.739199,-87.082661
7073,TENDERCARE HEALTH CENTER OF LEELANAU,MI,235209,440,Leelanau,5.0,"124 W 4TH STREET
SUTTONS BAY, MI 49682
(44.970882, -85.653539)",44.970882,-85.653539
7076,MS CARE CENTER OF DEKALB,MS,255251,340,Kemper,5.0,"220 WILLOW AVENUE
DE KALB, MS 39328
(32.777884, -88.677049)",32.777884,-88.677049
7079,MACKINAC STRAITS LONG TERM CARE UNIT,MI,235041,480,Mackinac,5.0,"1140 NORTH STATE STREET
SAINT IGNACE, MI 49781
(45.891024, -84.727569)",45.891024,-84.727569
7081,BAPTIST MEMORIAL HOSPITAL GT,MS,255230,430,Lowndes,5.0,"2520 5TH STREET NORTH
COLUMBUS, MS 39705
(33.526488, -88.429071)",33.526488,-88.429071
7085,BILLDORA SENIOR CARE,MS,255243,730,Walthall,5.0,"314 ENOCHS ST
TYLERTOWN, MS 39667
(31.113328, -90.1426)",31.113328,-90.1426
7086,FAIRVIEW NURSING AND REHABILITATION COMMUNITY,MI,235013,740,St. Joseph,5.0,"441 E MAIN ST
CENTREVILLE, MI 49032
(41.923705, -85.516745)",41.923705,-85.516745
7087,SPECTRUM HEALTH REHAB & NSG CTRS-KELSEY HOSPITAL,MI,235051,580,Montcalm,5.0,"418 WASHINGTON AVE
LAKEVIEW, MI 48850
(43.4411, -85.278516)",43.4411,-85.278516
7091,MAPLE LAWN MEDICAL CARE FACILI,MI,235008,110,Branch,5.0,"50 SANDERSON LANE
COLDWATER, MI 49036
(41.929931, -84.989936)",41.929931,-84.989936
7099,HARTFORD NURSING & REHABILITATION CENTER,MI,235177,810,Wayne,5.0,"6700 W OUTER DR
DETROIT, MI 48235
(42.419972, -83.192998)",42.419972,-83.192998
7105,QUALICARE NURSING HOME,MI,235622,810,Wayne,5.0,"695 E GRAND BLVD
DETROIT, MI 48207
(42.362133, -83.011777)",42.362133,-83.011777
7130,MEDILODGE OF STERLING,MI,235416,50,Arenac,5.0,"500 SCHOOL RD
STERLING, MI 48659
(44.098313, -84.027259)",44.098313,-84.027259
7133,ALLENDALE NURSING AND REHABILITATION COMMUNITY,MI,235450,690,Ottawa,5.0,"11007 RADCLIFF DR
ALLENDALE, MI 49401
(42.968948, -85.908219)",42.968948,-85.908219
7138,SANCTUARY AT WHITE LAKE,MI,235430,620,Oakland,5.0,"10770 ELIZABETH LAKE ROAD
WHITE LAKE, MI 48386
(42.643464, -83.497601)",42.643464,-83.497601
7140,CLINTON-AIRE HEALTHCARE CENTER,MI,235405,490,Macomb,5.0,"17001 17 MILE RD
CLINTON TOWNSHIP, MI 48038
(42.583737, -82.949817)",42.583737,-82.949817
7142,LIFE CARE CENTER OF PLAINWELL,MI,235471,20,Allegan,5.0,"320 BRIGHAM ST
PLAINWELL, MI 49080
(42.440752, -85.648828)",42.440752,-85.648828
7143,THE OAKS AT NORTHPOINTE WOODS,MI,235451,120,Calhoun,5.0,"706 NORTH AVENUE
BATTLE CREEK, MI 49017
(42.341543, -85.180591)",42.341543,-85.180591
7153,MEDILODGE OF PORT HURON,MI,235421,730,St. Clair,5.0,"5635 LAKESHORE
FORT GRATIOT, MI 48059
(43.072455, -82.467815)",43.072455,-82.467815
7157,THE VILLA AT GREEN LAKE ESTATES,MI,235489,620,Oakland,5.0,"6470 ALDEN DR
ORCHARD LAKE, MI 48324
(42.59255, -83.412379)",42.59255,-83.412379
7158,THE VILLA AT WEST BRANCH,MI,235414,640,Ogemaw,5.0,"445 S VALLEY ST
WEST BRANCH, MI 48661
(44.272528, -84.230671)",44.272528,-84.230671
7161,METRON OF CEDAR SPRINGS,MI,235294,400,Kent,5.0,"400 JEFFREY
CEDAR SPRINGS, MI 49319
(43.218336, -85.5416)",43.218336,-85.5416
7165,LAKE ORION NURSING CENTER,MI,235481,620,Oakland,5.0,"585 EAST FLINT STREET
LAKE ORION, MI 48362
(42.784013, -83.232422)",42.784013,-83.232422
7169,ALTERCARE OF BIG RAPIDS CTR FOR REHAB & NURSING CA,MI,235459,530,Mecosta,5.0,"805 WEST AVE
BIG RAPIDS, MI 49307
(43.713086, -85.497887)",43.713086,-85.497887
7170,BORGESS GARDENS,MI,235289,380,Kalamazoo,5.0,"3057 GULL ROAD
KALAMAZOO, MI 49048
(42.314059, -85.541594)",42.314059,-85.541594
7173,MEDILODGE OF CASS CITY,MI,235286,780,Tuscola,5.0,"4782 HOSPITAL DR
CASS CITY, MI 48726
(43.60788, -83.183954)",43.60788,-83.183954
7175,SHELBY NURSING CENTER,MI,235506,490,Macomb,5.0,"46100 SCHOENHERR RD
SHELBY TOWNSHIP, MI 48315
(42.634779, -82.993225)",42.634779,-82.993225
7176,CHURCH OF CHRIST CARE CENTER,MI,235619,490,Macomb,5.0,"23575 15 MILE RD
CLINTON TOWNSHIP, MI 48035
(42.55518, -82.874464)",42.55518,-82.874464
7179,BRONSON COMMONS,MI,235434,790,Van Buren,5.0,"23332 RED ARROW HIGHWAY
MATTAWAN, MI 49071
(42.238522, -85.779457)",42.238522,-85.779457
7181,SCHNEPP SENIOR CARE AND REHAB CENTER,MI,235384,280,Gratiot,5.0,"427 E WASHINGTON
SAINT LOUIS, MI 48880
(43.407847, -84.601022)",43.407847,-84.601022
7187,SANCTUARY AT BELLBROOK,MI,235470,620,Oakland,5.0,"873 W AVON RD
ROCHESTER HILLS, MI 48307
(42.665928, -83.150872)",42.665928,-83.150872
7188,KALKASKA MEMORIAL HEALTH CENTER,MI,235407,390,Kalkaska,5.0,"419 S CORAL ST
KALKASKA, MI 49646
(44.730897, -85.183837)",44.730897,-85.183837
7190,SHOREPOINTE NURSING CENTER,MI,235443,490,Macomb,5.0,"26001 EAST JEFFERSON AVENUE
SAINT CLAIR SHORES, MI 48081
(42.483935, -82.889211)",42.483935,-82.889211
7193,SANCTUARY AT FRASER VILLA,MI,235453,490,Macomb,5.0,"33300 UTICA RD
FRASER, MI 48026
(42.541801, -82.954525)",42.541801,-82.954525
7198,PORTAGEPOINTE,MI,235624,300,Houghton,5.0,"500 CAMPUS DRIVE
HANCOCK, MI 49930
(47.141346, -88.585643)",47.141346,-88.585643
7209,AUTUMNWOOD OF MCBAIN,MI,235438,560,Missaukee,5.0,"220 HUGHSTON ST
MC BAIN, MI 49657
(44.190168, -85.209712)",44.190168,-85.209712
7211,HERRICK MANOR,MI,235560,450,Lenawee,5.0,"502 EAST POTTAWATAMIE
TECUMSEH, MI 49286
(42.00291, -83.937537)",42.00291,-83.937537
7214,MARYWOOD NURSING CARE CENTER,MI,235530,810,Wayne,5.0,"36975 W FIVE MILE RD
LIVONIA, MI 48154
(42.396414, -83.41068)",42.396414,-83.41068
7216,"COVENANT MEDICAL CENTER,  INC",MI,235585,720,Saginaw,5.0,"515 N MICHIGAN
SAGINAW, MI 48602
(43.42058, -83.959847)",43.42058,-83.959847
7219,LAPEER REGIONAL EXTENDED CARE,MI,235577,430,Lapeer,5.0,"1375 NORTH MAIN STREET
LAPEER, MI 48446
(43.06271, -83.319345)",43.06271,-83.319345
7220,EVERGREEN HEALTH & LIVING CTR,MI,235582,620,Oakland,5.0,"19933 WEST THIRTEEN MILE ROAD
SOUTHFIELD, MI 48076
(42.516573, -83.24251)",42.516573,-83.24251
7221,HILLSDALE COMMUNITY HEALTH CEN,MI,235567,290,Hillsdale,5.0,"168 SOUTH HOWELL ST
HILLSDALE, MI 49242
(41.911489, -84.631702)",41.911489,-84.631702
7222,LINCOLN HAVEN NURSING & REHAB COMMUNITY,MI,235543,0,Alcona,5.0,"950 BARLOW RD
LINCOLN, MI 48742
(44.683634, -83.403339)",44.683634,-83.403339
7226,THE SPRINGS AT THE FOUNTAINS,MI,235524,380,Kalamazoo,5.0,"1451 BRONSON WAY
KALAMAZOO, MI 49009
(42.302802, -85.656641)",42.302802,-85.656641
7227,ALPHA MANOR NURSING HOME,MI,235531,810,Wayne,5.0,"440 E GRAND BLVD
DETROIT, MI 48207
(42.355658, -83.007477)",42.355658,-83.007477
7237,BOULDER PARK TERRACE,MI,235526,140,Charlevoix,5.0,"14676 W UPRIGHT
CHARLEVOIX, MI 49720
(45.313129, -85.274819)",45.313129,-85.274819
7238,MEDILODGE OF MONROE,MI,235563,570,Monroe,5.0,"481 VILLAGE GREEN LANE
MONROE, MI 48162
(41.929295, -83.414001)",41.929295,-83.414001
7240,WESTGATE NURSING & REHAB COMMUNITY,MI,235565,260,Gogebic,5.0,"1500 NORTH LOWELL STREET
IRONWOOD, MI 49938
(46.466148, -90.172608)",46.466148,-90.172608
7249,RIVERSIDE NURSING CENTRE,MI,235535,690,Ottawa,5.0,"415 FRIANT STREET
GRAND HAVEN, MI 49417
(43.057414, -86.19898)",43.057414,-86.19898
7250,TENDERCARE HEALTH CENTER-ROGERS CITY,MI,235553,700,Presque Isle,5.0,"555 N BRADLEY HWY
ROGERS CITY, MI 49779
(45.422643, -83.833591)",45.422643,-83.833591
7260,HERITAGE NURSING AND REHABILITATION COMMUNITY,MI,235525,690,Ottawa,5.0,"320 E CENTRAL AVE
ZEELAND, MI 49464
(42.810546, -86.011071)",42.810546,-86.011071
7261,WOODWARD HILLS NURSING CENTER,MI,235556,620,Oakland,5.0,"39312 WOODWARD
BLOOMFIELD HILLS, MI 48304
(42.578917, -83.240562)",42.578917,-83.240562
7263,ARGENTINE CARE CENTER,MI,235584,240,Genesee,5.0,"9051 SILVER LAKE RD
LINDEN, MI 48451
(42.791594, -83.846555)",42.791594,-83.846555
7264,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,MI,235540,400,Kent,5.0,"2589 44TH ST SE
GRAND RAPIDS, MI 49512
(42.883727, -85.602562)",42.883727,-85.602562
7266,THE VILLAGE OF EAST HARBOR,MI,235528,490,Macomb,5.0,"33875 KIELY DR
CHESTERFIELD TOWNSHI, MI 48047
(42.67268, -82.767086)",42.67268,-82.767086
7270,STAR MANOR OF NORTHVILLE,MI,23E281,810,Wayne,5.0,"520 W MAIN ST
NORTHVILLE, MI 48167
(42.430778, -83.488608)",42.430778,-83.488608
7271,GOOD SAMARITAN SOCIETY - PINE RIVER,MN,245476,100,Cass,5.0,"518 JEFFERSON AVENUE
PINE RIVER, MN 56474
(46.72216, -94.40295)",46.72216,-94.40295
7275,ST BENEDICTS SENIOR COMMUNITY,MN,245350,700,Sherburne,5.0,"1810 MINNESOTA BOULEVARD SOUTHEAST
SAINT CLOUD, MN 56304
(45.54168, -94.125287)",45.54168,-94.125287
7277,HILLTOP CARE CENTER,MN,245358,460,Meeker,5.0,"410 LUELLA STREET
WATKINS, MN 55389
(45.32184, -94.410676)",45.32184,-94.410676
7280,SHELBY CROSSING HEALTH CAMPUS,MI,235662,490,Macomb,5.0,"13794 21 MILE ROAD
SHELBY TOWNSHIP, MI 48315
(42.641224, -82.992119)",42.641224,-82.992119
7286,ANNANDALE CARE CENTER,MN,245364,850,Wright,5.0,"500 PARK STREET EAST
ANNANDALE, MN 55302
(45.267571, -94.113556)",45.267571,-94.113556
