Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
235566,TENDERCARE HEALTH CENTER OF CHEBOYGAN,CHEBOYGAN,49721,Cheboygan,For profit - Corporation,85,77,Medicare and Medicaid,False,Yes,"824 S HURON
CHEBOYGAN, MI 49721
(45.629714, -84.484038)",09/01/2016,45.629714,-84.484038,3.90316,6233
235538,RIDGECREST HEALTH CAMPUS,JACKSON,49203,Jackson,For profit - Corporation,50,43,Medicare and Medicaid,False,Yes,"703 ROBINSON RD
JACKSON, MI 49203
(42.235619, -84.462503)",09/01/2016,42.235619,-84.462503,4.40247,6234
235520,MERCY MEMORIAL NURSING CENTER,MONROE,48161,Monroe,Non profit - Corporation,69,61,Medicare and Medicaid,False,Yes,"700 STEWART RD
MONROE, MI 48161
(41.937152, -83.395985)",09/01/2016,41.937152,-83.395985,4.25458,4809
235525,HERITAGE NURSING AND REHABILITATION COMMUNITY,ZEELAND,49464,Ottawa,For profit - Corporation,49,29,Medicare and Medicaid,False,Yes,"320 E CENTRAL AVE
ZEELAND, MI 49464
(42.810546, -86.011071)",09/01/2016,42.810546,-86.011071,3.99957,6235
235556,WOODWARD HILLS NURSING CENTER,BLOOMFIELD HILLS,48304,Oakland,For profit - Partnership,190,124,Medicare and Medicaid,False,Yes,"39312 WOODWARD
BLOOMFIELD HILLS, MI 48304
(42.578917, -83.240562)",09/01/2016,42.578917,-83.240562,4.28262,6236
235513,"LAURELS OF FULTON,THE",PERRINTON,48871,Gratiot,For profit - Corporation,50,37,Medicare and Medicaid,False,Yes,"4735 RANGER RD
PERRINTON, MI 48871
(43.154341, -84.696005)",09/01/2016,43.154341,-84.696005,3.35947,6237
235584,ARGENTINE CARE CENTER,LINDEN,48451,Genesee,For profit - Corporation,60,51,Medicare and Medicaid,False,Yes,"9051 SILVER LAKE RD
LINDEN, MI 48451
(42.791594, -83.846555)",09/01/2016,42.791594,-83.846555,6.10365,103
235540,HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE,GRAND RAPIDS,49512,Kent,Non profit - Corporation,58,47,Medicare and Medicaid,False,Yes,"2589 44TH ST SE
GRAND RAPIDS, MI 49512
(42.883727, -85.602562)",09/01/2016,42.883727,-85.602562,5.35077,411
235527,ST JAMES NURSING CENTER,DETROIT,48205,Wayne,For profit - Corporation,143,113,Medicare and Medicaid,False,Yes,"15063 GRATIOT AVE
DETROIT, MI 48205
(42.444449, -82.971483)",09/01/2016,42.444449,-82.971483,5.01411,6238
235528,THE VILLAGE OF EAST HARBOR,CHESTERFIELD TOWNSHI,48047,Macomb,Non profit - Corporation,90,79,Medicare and Medicaid,False,Yes,"33875 KIELY DR
CHESTERFIELD TOWNSHI, MI 48047
(42.67268, -82.767086)",09/01/2016,42.67268,-82.767086,4.43253,6239
235583,TENDERCARE GREEN VIEW,ALPENA,49707,Alpena,For profit - Corporation,53,53,Medicare and Medicaid,False,Yes,"1234 GOLF COURSE RD
ALPENA, MI 49707
(45.086997, -83.463056)",09/01/2016,45.086997,-83.463056,3.65352,6240
245491,AUGUSTANA MERCY CARE CENTER,MOOSE LAKE,55767,Carlton,Non profit - Church related,72,67,Medicare and Medicaid,False,Yes,"710 SOUTH KENWOOD AVENUE
MOOSE LAKE, MN 55767
(46.441593, -92.772472)",09/01/2016,46.441593,-92.772472,4.35241,6241
235716,WELLBRIDGE OF ROCHESTER HILLS,ROCHESTER HILLS,48307,Oakland,For profit - Corporation,100,11,Medicare and Medicaid,False,Yes,"252 MEADOWFIELD DRIVE
ROCHESTER HILLS, MI 48307
(42.661355, -83.138752)",09/01/2016,42.661355,-83.138752,,121
23E281,STAR MANOR OF NORTHVILLE,NORTHVILLE,48167,Wayne,For profit - Corporation,37,34,Medicaid,False,Yes,"520 W MAIN ST
NORTHVILLE, MI 48167
(42.430778, -83.488608)",09/01/2016,42.430778,-83.488608,4.15032,1873
245476,GOOD SAMARITAN SOCIETY - PINE RIVER,PINE RIVER,56474,Cass,Non profit - Corporation,50,44,Medicare and Medicaid,False,Yes,"518 JEFFERSON AVENUE
PINE RIVER, MN 56474
(46.72216, -94.40295)",09/01/2016,46.72216,-94.40295,3.79672,3847
235702,"WELLBRIDGE OF NOVI, LLC",NOVI,48374,Oakland,For profit - Corporation,100,60,Medicare and Medicaid,False,Yes,"48300 11 MILE ROAD
NOVI, MI 48374
(42.479611, -83.524077)",09/01/2016,42.479611,-83.524077,,6242
235594,WEST WOODS OF NILES,NILES,49120,Berrien,For profit - Corporation,121,116,Medicare and Medicaid,False,Yes,"1211 STATE LINE RD
NILES, MI 49120
(41.760505, -86.247306)",09/01/2016,41.760505,-86.247306,4.21103,6243
235709,THE RIVERS HEALTH & REHAB CENTER OF GROSSE POINTE,GROSSE POINTE WOODS,48236,Wayne,For profit - Corporation,86,9,Medicare and Medicaid,False,Yes,"900 COOK ROAD
GROSSE POINTE WOODS, MI 48236
(42.423379, -82.897694)",09/01/2016,42.423379,-82.897694,,2633
245350,ST BENEDICTS SENIOR COMMUNITY,SAINT CLOUD,56304,Sherburne,Non profit - Corporation,198,163,Medicare and Medicaid,False,Yes,"1810 MINNESOTA BOULEVARD SOUTHEAST
SAINT CLOUD, MN 56304
(45.54168, -94.125287)",09/01/2016,45.54168,-94.125287,4.75465,6058
235708,MARY FREE BED SUB-ACUTE REHABILITATION,GRAND RAPIDS,49503,Kent,Non profit - Corporation,48,11,Medicare and Medicaid,False,Yes,"235 WEALTHY ST SE
GRAND RAPIDS, MI 49503
(42.955873, -85.662927)",09/01/2016,42.955873,-85.662927,,121
245358,HILLTOP CARE CENTER,WATKINS,55389,Meeker,For profit - Corporation,50,49,Medicare and Medicaid,False,Yes,"410 LUELLA STREET
WATKINS, MN 55389
(45.32184, -94.410676)",09/01/2016,45.32184,-94.410676,4.19513,710
235641,CHESANING NURSING AND REHABILITATION CENTER,CHESANING,48616,Saginaw,For profit - Corporation,39,35,Medicare and Medicaid,False,Yes,"201 S FRONT ST
CHESANING, MI 48616
(43.183715, -84.116188)",09/01/2016,43.183715,-84.116188,,6244
245462,MARANATHA CARE CENTER,BROOKLYN CENTER,55429,Hennepin,Non profit - Corporation,97,91,Medicare and Medicaid,False,Yes,"5409 69TH AVENUE NORTH
BROOKLYN CENTER, MN 55429
(45.080083, -93.350392)",09/01/2016,45.080083,-93.350392,3.95773,6245
235662,SHELBY CROSSING HEALTH CAMPUS,SHELBY TOWNSHIP,48315,Macomb,For profit - Corporation,57,52,Medicare and Medicaid,False,Yes,"13794 21 MILE ROAD
SHELBY TOWNSHIP, MI 48315
(42.641224, -82.992119)",09/01/2016,42.641224,-82.992119,4.28642,6246
245312,CASTLE RIDGE CARE CENTER,EDEN PRAIRIE,55344,Hennepin,Non profit - Corporation,60,56,Medicare and Medicaid,False,Yes,"625 PRAIRIE CENTER DRIVE
EDEN PRAIRIE, MN 55344
(44.853494, -93.434266)",09/01/2016,44.853494,-93.434266,4.14546,6247
235657,REGENCY AT CANTON,CANTON,48188,Wayne,For profit - Corporation,113,94,Medicare and Medicaid,False,Yes,"45900 GEDDES ROAD
CANTON, MI 48188
(42.277637, -83.491446)",09/01/2016,42.277637,-83.491446,2.95744,6248
245347,LYNGBLOMSTEN CARE CENTER,SAINT PAUL,55108,Ramsey,Non profit - Church related,237,227,Medicare and Medicaid,False,Yes,"1415 ALMOND AVENUE
SAINT PAUL, MN 55108
(44.979151, -93.16014)",09/01/2016,44.979151,-93.16014,4.67256,6249
245482,PRAIRIE MANOR CARE CENTER,BLOOMING PRAIRIE,55917,Steele,Non profit - Church related,52,36,Medicare and Medicaid,False,Yes,"220 THIRD STREET NORTHWEST
BLOOMING PRAIRIE, MN 55917
(43.870271, -93.057924)",09/01/2016,43.870271,-93.057924,5.4159,6250
245493,AUGUSTANA CHAPEL VIEW CARE CENTER,HOPKINS,55343,Hennepin,Non profit - Church related,108,100,Medicare and Medicaid,False,Yes,"615 MINNETONKA MILLS ROAD
HOPKINS, MN 55343
(44.930621, -93.407762)",09/01/2016,44.930621,-93.407762,4.36217,276
245364,ANNANDALE CARE CENTER,ANNANDALE,55302,Wright,Non profit - Corporation,60,42,Medicare and Medicaid,False,Yes,"500 PARK STREET EAST
ANNANDALE, MN 55302
(45.267571, -94.113556)",09/01/2016,45.267571,-94.113556,4.47565,6251
245317,GOOD SAMARITAN SOCIETY - COMFORCARE,AUSTIN,55912,Mower,Non profit - Corporation,45,44,Medicare and Medicaid,False,Yes,"1201 17TH STREET NE
AUSTIN, MN 55912
(43.67651, -92.949684)",09/01/2016,43.67651,-92.949684,4.11449,6252
235639,HEATHER HILLS CARE CENTER,GRAND RAPIDS,49546,Kent,For profit - Corporation,60,47,Medicare and Medicaid,False,Yes,"1157 MEDICAL PARK DR S E
GRAND RAPIDS, MI 49546
(42.942431, -85.556713)",09/01/2016,42.942431,-85.556713,4.06841,6253
245485,JOHNSON MEMORIAL HOSP & HOME,DAWSON,56232,Lac Qui Parle,Government - Hospital district,56,50,Medicare and Medicaid,True,Yes,"1282 WALNUT STREET
DAWSON, MN 56232
(44.930973, -96.067247)",09/01/2016,44.930973,-96.067247,4.09009,3868
235666,REGENCY AT GRAND BLANC,GRAND BLANC,48439,Genesee,For profit - Individual,138,126,Medicare and Medicaid,False,Yes,"1330 GRAND POINTE COURT
GRAND BLANC, MI 48439
(42.94128, -83.679019)",09/01/2016,42.94128,-83.679019,3.97489,6254
245320,WOODLYN HEIGHTS HEALTHCARE CENTER,INVER GROVE HEIGHTS,55077,Dakota,For profit - Corporation,99,68,Medicare and Medicaid,False,Yes,"2060 UPPER 55TH STREET EAST
INVER GROVE HEIGHTS, MN 55077
(44.866021, -93.064101)",09/01/2016,44.866021,-93.064101,3.83034,6255
235712,CATHERINE'S PLACE,FARMINGTON HILLS,48336,Oakland,Non profit - Church related,27,18,Medicare and Medicaid,False,Yes,"28750 ELEVEN MILE RD
FARMINGTON HILLS, MI 48336
(42.485298, -83.332387)",09/01/2016,42.485298,-83.332387,,121
245500,GOOD SAMARITAN SOCIETY - BETHANY,BRAINERD,56401,Crow Wing,Non profit - Corporation,114,87,Medicare and Medicaid,False,Yes,"804 WRIGHT STREET
BRAINERD, MN 56401
(46.336395, -94.196983)",09/01/2016,46.336395,-94.196983,4.05696,6256
245495,EVERGREEN TERRACE,GRAND RAPIDS,55744,Itasca,For profit - Corporation,109,74,Medicare and Medicaid,False,Yes,"2801 SOUTH HIGHWAY
GRAND RAPIDS, MN 55744
(47.205185, -93.529113)",09/01/2016,47.205185,-93.529113,3.73368,6257
245483,THE NORTH SHORE ESTATES LLC,DULUTH,55807,St. Louis,Non profit - Church related,70,60,Medicare and Medicaid,False,Yes,"7700 GRAND AVENUE
DULUTH, MN 55807
(46.721937, -92.193202)",09/01/2016,46.721937,-92.193202,3.7187,6258
245479,CERENITY RESIDENCE ON HUMBOLDT,SAINT PAUL,55107,Ramsey,Non profit - Corporation,30,25,Medicare,False,Yes,"514 HUMBOLDT AVENUE
SAINT PAUL, MN 55107
(44.930922, -93.081728)",09/01/2016,44.930922,-93.081728,4.51924,2613
245327,DIVINE PROVIDENCE HEALTH CENTER,IVANHOE,56142,Lincoln,Non profit - Corporation,25,23,Medicare and Medicaid,False,Yes,"312 EAST GEORGE ST
IVANHOE, MN 56142
(44.459211, -96.246253)",09/01/2016,44.459211,-96.246253,4.13457,6259
245304,THE GARDENS AT CANNON FALLS,CANNON FALLS,55009,Goodhue,For profit - Partnership,74,62,Medicare and Medicaid,False,Yes,"300 NORTH DOW STREET
CANNON FALLS, MN 55009
(44.509039, -92.91716)",09/01/2016,44.509039,-92.91716,3.18159,6260
235596,SUPERIOR WOODS HEALTHCARE CENTER,YPSILANTI,48198,Washtenaw,For profit - Corporation,94,91,Medicare and Medicaid,False,Yes,"8380 GEDDES RD
YPSILANTI, MI 48198
(42.275701, -83.597286)",09/01/2016,42.275701,-83.597286,3.13973,6261
245463,PIONEER CARE CENTER,FERGUS FALLS,56537,Otter Tail,For profit - Corporation,105,99,Medicare and Medicaid,False,Yes,"1131 SOUTH MABELLE AVENUE
FERGUS FALLS, MN 56537
(46.271684, -96.061168)",09/01/2016,46.271684,-96.061168,3.78279,6262
235669,MAPLE MANOR REHAB CENTER OF NOVI INC,NOVI,48377,Oakland,For profit - Individual,72,64,Medicare and Medicaid,False,Yes,"31215 NOVI ROAD
NOVI, MI 48377
(42.525008, -83.46708)",09/01/2016,42.525008,-83.46708,4.76075,877
245467,HENDRICKS COMMUNITY HOSPITAL,HENDRICKS,56136,Lincoln,Non profit - Corporation,58,55,Medicare and Medicaid,True,Yes,"503 E LINCOLN STREET
HENDRICKS, MN 56136
(44.506299, -96.418768)",09/01/2016,44.506299,-96.418768,3.41357,6263
235660,THE OAKS AT WOODFIELD,GR BLANC,48439,Genesee,For profit - Corporation,51,50,Medicare and Medicaid,False,Yes,"5370 E BALDWIN ROAD
GR BLANC, MI 48439
(42.887375, -83.597175)",09/01/2016,42.887375,-83.597175,3.77261,6264
235634,FOX RUN VILLAGE,NOVI,48377,Oakland,Non profit - Other,88,83,Medicare and Medicaid,False,Yes,"41215 FOX RUN ROAD
NOVI, MI 48377
(42.512295, -83.456413)",09/01/2016,42.512295,-83.456413,4.95268,6265
245471,ECUMEN SCENIC SHORES,TWO HARBORS,55616,Lake,Non profit - Corporation,44,40,Medicare and Medicaid,False,Yes,"402 13TH AVENUE
TWO HARBORS, MN 55616
(47.031226, -91.66737)",09/01/2016,47.031226,-91.66737,4.40585,1025
245488,GOOD SAMARITAN SOCIETY - WOODLAND,BRAINERD,56401,Crow Wing,Non profit - Corporation,42,41,Medicare and Medicaid,False,Yes,"100 BUFFALO HILLS LANE
BRAINERD, MN 56401
(46.330805, -94.209642)",09/01/2016,46.330805,-94.209642,3.23405,6266
245348,GOLDEN LIVINGCENTER - RUSH CITY,RUSH CITY,55069,Chisago,For profit - Corporation,49,40,Medicare and Medicaid,False,Yes,"650 BREMER AVENUE SOUTH
RUSH CITY, MN 55069
(45.682467, -92.962154)",09/01/2016,45.682467,-92.962154,3.62468,6267
235601,IRON RIVER CARE CENTER,IRON RIVER,49935,Iron,For profit - Corporation,69,51,Medicare and Medicaid,False,Yes,"330 LINCOLN AVE
IRON RIVER, MI 49935
(46.085506, -88.627339)",09/01/2016,46.085506,-88.627339,4.27727,6268
245313,GOLDEN LIVINGCENTER - MEADOW LANE,BENSON,56215,Swift,For profit - Corporation,62,47,Medicare and Medicaid,False,Yes,"2209 UTAH AVENUE
BENSON, MN 56215
(45.318539, -95.611147)",09/01/2016,45.318539,-95.611147,3.20507,6269
235614,COVENANT VILLAGE OF THE GREAT LAKES,GRAND RAPIDS,49504,Kent,Non profit - Church related,37,23,Medicare and Medicaid,False,Yes,"2520 LAKE MICHIGAN DRIVE NW
GRAND RAPIDS, MI 49504
(42.971643, -85.729581)",09/01/2016,42.971643,-85.729581,4.78856,6270
235615,CARETEL INNS OF BRIGHTON,BRIGHTON,48116,Livingston,For profit - Corporation,60,32,Medicare,False,Yes,"1014 E GRAND RIVER
BRIGHTON, MI 48116
(42.523797, -83.771864)",09/01/2016,42.523797,-83.771864,5.58595,6271
235612,FREEMAN NURSING & REHAB COMMUNITY,KINGSFORD,49802,Dickinson,For profit - Corporation,45,44,Medicare and Medicaid,False,Yes,"1805 PYLE DRIVE
KINGSFORD, MI 49802
(45.804063, -88.097845)",09/01/2016,45.804063,-88.097845,3.32777,6272
235638,MEDILODGE OF HOLLAND,HOLLAND,49423,Ottawa,For profit - Corporation,77,56,Medicare and Medicaid,False,Yes,"1221 EAST 16TH
HOLLAND, MI 49423
(42.783359, -86.055633)",09/01/2016,42.783359,-86.055633,3.80654,6273
245507,HILLCREST CARE & REHABILITATION CENTER,MANKATO,56001,Blue Earth,For profit - Corporation,85,72,Medicare and Medicaid,False,Yes,"714 SOUTHBEND AVENUE
MANKATO, MN 56001
(44.151673, -94.046057)",09/01/2016,44.151673,-94.046057,3.92156,2073
245502,BENEDICTINE CARE COMMUNITY,ADA,56510,Norman,Non profit - Corporation,49,45,Medicare and Medicaid,False,Yes,"201 9TH STREET WEST
ADA, MN 56510
(47.296091, -96.53019)",09/01/2016,47.296091,-96.53019,3.57455,6274
235611,ORCHARD CREEK SKILLED NURSING,TRAVERSE CITY,49684,Leelanau,For profit - Corporation,22,17,Medicare,False,Yes,"9731 EAST CHERRY BEND ROAD
TRAVERSE CITY, MI 49684
(44.801139, -85.650333)",09/01/2016,44.801139,-85.650333,5.61671,6275
245343,MINNESOTA MASONIC HOME CARE CENTER,BLOOMINGTON,55437,Hennepin,Non profit - Corporation,214,206,Medicare and Medicaid,False,Yes,"11501 MASONIC HOME DRIVE
BLOOMINGTON, MN 55437
(44.795072, -93.348221)",09/01/2016,44.795072,-93.348221,4.17429,6276
245341,CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME,SAUK CENTRE,56378,Stearns,Non profit - Corporation,60,55,Medicare and Medicaid,True,Yes,"425 N ELM STREET
SAUK CENTRE, MN 56378
(45.745942, -94.954569)",09/01/2016,45.745942,-94.954569,4.08,6277
235658,REGENCY AT BLUFFS PARK,ANN ARBOR,48103,Washtenaw,For profit - Corporation,71,54,Medicare and Medicaid,False,Yes,"355 HURON VIEW BLVD
ANN ARBOR, MI 48103
(42.298198, -83.748985)",09/01/2016,42.298198,-83.748985,4.67504,6278
245330,COUNTRY MANOR HEALTH & REHAB CTR,SARTELL,56377,Stearns,Non profit - Corporation,165,153,Medicare and Medicaid,False,Yes,"520 FIRST STREET NORTHEAST
SARTELL, MN 56377
(45.617146, -94.190184)",09/01/2016,45.617146,-94.190184,4.83497,3351
245464,OSTRANDER CARE AND REHAB,OSTRANDER,55961,Fillmore,For profit - Corporation,25,19,Medicare and Medicaid,False,Yes,"305 MINNESOTA STREET
OSTRANDER, MN 55961
(43.614226, -92.427849)",09/01/2016,43.614226,-92.427849,3.86539,6279
245338,ST JOHNS LUTHERAN HOME,ALBERT LEA,56007,Freeborn,Non profit - Church related,140,135,Medicare and Medicaid,False,Yes,"901 LUTHER PLACE
ALBERT LEA, MN 56007
(43.6563, -93.38935)",09/01/2016,43.6563,-93.38935,4.60926,6280
235650,MEDILODGE OF MILFORD,MILFORD,48381,Oakland,For profit - Corporation,111,93,Medicare and Medicaid,False,Yes,"555 HIGHLAND AVE
MILFORD, MI 48381
(42.592282, -83.60572)",09/01/2016,42.592282,-83.60572,4.37133,6281
245342,GOLDEN LIVINGCENTER - GREELEY,STILLWATER,55082,Washington,For profit - Corporation,74,60,Medicare and Medicaid,False,Yes,"313 SOUTH GREELEY STREET
STILLWATER, MN 55082
(45.05267, -92.819137)",09/01/2016,45.05267,-92.819137,3.65452,6282
235605,COVENTRY HOUSE INN,ST JOSEPH,49085,Berrien,For profit - Corporation,32,28,Medicare,False,Yes,"3905 LORRAINE PATH
ST JOSEPH, MI 49085
(42.047045, -86.446218)",09/01/2016,42.047045,-86.446218,4.58161,6283
245328,THE MARGARET S PARMLY RESIDENCE,CHISAGO CITY,55013,Chisago,Non profit - Church related,101,90,Medicare and Medicaid,False,Yes,"28210 OLD TOWNE ROAD
CHISAGO CITY, MN 55013
(45.357703, -92.883983)",09/01/2016,45.357703,-92.883983,4.25253,6284
235599,THE CARRIAGE HOUSE OF BAY CITY,BAY CITY,48706,Bay,For profit - Corporation,151,124,Medicare and Medicaid,False,Yes,"2394 MIDLAND RD
BAY CITY, MI 48706
(43.602464, -83.955435)",09/01/2016,43.602464,-83.955435,4.56688,6285
245322,COLONIAL ACRES HEALTH CARE CTR,GOLDEN VALLEY,55422,Hennepin,Non profit - Church related,38,23,Medicare,False,Yes,"5825 ST CROIX AVENUE
GOLDEN VALLEY, MN 55422
(44.996432, -93.354246)",09/01/2016,44.996432,-93.354246,4.43744,6286
245345,THE GREEN PRAIRIE REHABILITATION CENTER,PLAINVIEW,55964,Wabasha,Non profit - Church related,53,45,Medicare and Medicaid,False,Yes,"800 SECOND AVENUE NORTHWEST
PLAINVIEW, MN 55964
(44.166961, -92.179224)",09/01/2016,44.166961,-92.179224,3.26934,6287
245356,MCINTOSH SENIOR LIVING,MCINTOSH,56556,Polk,Non profit - Other,45,42,Medicare and Medicaid,False,Yes,"600 NORTHEAST RIVERSIDE AVENUE
MCINTOSH, MN 56556
(47.642288, -95.883302)",09/01/2016,47.642288,-95.883302,4.09707,320
245360,BENEDICTINE LIVING COMMUNITY OF NEW LONDON,NEW LONDON,56273,Kandiyohi,Non profit - Church related,52,47,Medicare and Medicaid,False,Yes,"100 GLEN OAKS DRIVE
NEW LONDON, MN 56273
(45.304849, -94.945531)",09/01/2016,45.304849,-94.945531,3.76209,6288
245301,PIONEER MEMORIAL CARE CENTER,ERSKINE,56535,Polk,Non profit - Corporation,68,62,Medicare and Medicaid,False,Yes,"23028 347TH STREET SOUTHEAST
ERSKINE, MN 56535
(47.66137, -95.981466)",09/01/2016,47.66137,-95.981466,3.93591,6289
245355,ST BRIGID'S AT HI-PARK,RED WING,55066,Goodhue,Non profit - Corporation,65,16,Medicare and Medicaid,False,Yes,"213 PIONEER ROAD
RED WING, MN 55066
(44.534342, -92.52438)",09/01/2016,44.534342,-92.52438,,6290
235717,WATERFORD REHAB CENTER,JENISON,49428,Ottawa,Non profit - Corporation,39,6,Medicare and Medicaid,False,Yes,"1725 PORT
JENISON, MI 49428
(42.886331, -85.822272)",09/01/2016,42.886331,-85.822272,,121
235644,HICKORY RIDGE OF TEMPERANCE,TEMPERANCE,48182,Monroe,For profit - Corporation,74,61,Medicare and Medicaid,False,Yes,"951 HICKORY CREEK BOULEVARD
TEMPERANCE, MI 48182
(41.74286, -83.566308)",09/01/2016,41.74286,-83.566308,3.79384,6291
235665,HEARTLAND HEALTH CARE CENTER - STERLING HEIGHTS,STERLING HEIGHTS,48312,Macomb,For profit - Corporation,120,113,Medicare,False,Yes,"38200 SCHOENHERR ROAD
STERLING HEIGHTS, MI 48312
(42.57578, -82.989357)",09/01/2016,42.57578,-82.989357,3.38682,6292
245353,CAMILIA ROSE CARE CENTER LLC,COON RAPIDS,55448,Anoka,For profit - Corporation,80,75,Medicare and Medicaid,False,Yes,"11800 XEON BOULEVARD
COON RAPIDS, MN 55448
(45.184339, -93.301852)",09/01/2016,45.184339,-93.301852,4.14464,6293
235587,WELLSPRING LUTHERAN SERVICES,LIVONIA,48150,Wayne,Non profit - Corporation,88,82,Medicare and Medicaid,False,Yes,"28910 PLYMOUTH ROAD
LIVONIA, MI 48150
(42.369278, -83.3286)",09/01/2016,42.369278,-83.3286,3.89859,6294
245346,TRUMAN SENIOR LIVING,TRUMAN,56088,Martin,For profit - Corporation,50,40,Medicare and Medicaid,False,Yes,"400 NORTH 4TH AVENUE EAST
TRUMAN, MN 56088
(43.83091, -94.430191)",09/01/2016,43.83091,-94.430191,3.59864,6295
235647,MEDILODGE OF OKEMOS,OKEMOS,48864,Ingham,For profit - Corporation,100,82,Medicare and Medicaid,False,Yes,"5211 MARSH RD
OKEMOS, MI 48864
(42.73244, -84.411079)",09/01/2016,42.73244,-84.411079,4.76031,6296
235703,OAKLAND MANOR NURSING & REHAB CENTER LLC,PONTIAC,48342,Oakland,For profit - Corporation,39,29,Medicare and Medicaid,False,Yes,"50 N PERRY ST
PONTIAC, MI 48342
(42.638394, -83.291095)",09/01/2016,42.638394,-83.291095,3.69381,6297
235636,LAURELS OF CARSON CITY,CARSON CITY,48811,Montcalm,For profit - Corporation,82,75,Medicare and Medicaid,False,Yes,"620 NORTH SECOND STREET
CARSON CITY, MI 48811
(43.182236, -84.843974)",09/01/2016,43.182236,-84.843974,3.81271,6298
23E104,GILBERT RESIDENCE (THE),YPSILANTI,48197,Washtenaw,Non profit - Corporation,32,31,Medicaid,False,Yes,"203 S HURON ST
YPSILANTI, MI 48197
(42.238236, -83.613056)",09/01/2016,42.238236,-83.613056,3.98324,6299
245318,GOOD SAMARITAN SOCIETY - INTERNATIONAL FALLS,INTERNATIONAL FALLS,56649,Koochiching,Non profit - Corporation,54,47,Medicare and Medicaid,False,Yes,"2201 KEENAN DRIVE
INTERNATIONAL FALLS, MN 56649
(48.587536, -93.433213)",09/01/2016,48.587536,-93.433213,3.93597,2355
245492,RICHFIELD HEALTH CENTER,RICHFIELD,55423,Hennepin,For profit - Corporation,118,105,Medicare and Medicaid,False,Yes,"7727 PORTLAND AVENUE SOUTH
RICHFIELD, MN 55423
(44.863217, -93.268129)",09/01/2016,44.863217,-93.268129,3.61067,6300
245494,ELIM HOME,PRINCETON,55371,Mille Lacs,Non profit - Church related,106,103,Medicare and Medicaid,False,Yes,"701 FIRST STREET
PRINCETON, MN 55371
(45.569738, -93.583235)",09/01/2016,45.569738,-93.583235,3.97221,6301
235630,MEDILODGE OF WYOMING,WYOMING,49418,Kent,For profit - Corporation,61,52,Medicare and Medicaid,False,Yes,"2786 56 STREET
WYOMING, MI 49418
(42.862848, -85.732337)",09/01/2016,42.862848,-85.732337,5.0349,6302
235598,RIVERIDGE REHABILITATION & HEALTHCARE CENTER,NILES,49120,Berrien,For profit - Corporation,84,74,Medicare and Medicaid,False,Yes,"1333 WELLS ST
NILES, MI 49120
(41.839438, -86.269326)",09/01/2016,41.839438,-86.269326,3.45188,6303
235633,MICHIGAN CHRISTIAN HOME,GRAND RAPIDS,49506,Kent,Non profit - Corporation,29,25,Medicare and Medicaid,False,Yes,"1845 BOSTON BLVD S E
GRAND RAPIDS, MI 49506
(42.934359, -85.623159)",09/01/2016,42.934359,-85.623159,4.50753,6304
245487,ST ELIZABETH MEDICAL CENTER,WABASHA,55981,Wabasha,Non profit - Corporation,100,92,Medicare and Medicaid,True,Yes,"1200 FIFTH GRANT BOULEVARD WEST
WABASHA, MN 55981
(44.386416, -92.04914)",09/01/2016,44.386416,-92.04914,4.99648,6305
235642,WESTLAKE HEALTH CAMPUS,COMMERCE,48382,Oakland,For profit - Corporation,65,56,Medicare and Medicaid,False,Yes,"10735 BOGIE LAKE ROAD
COMMERCE, MI 48382
(42.613173, -83.493237)",09/01/2016,42.613173,-83.493237,4.09669,6306
245307,CORNERSTONE NSG & REHAB CENTER,BAGLEY,56621,Clearwater,For profit - Corporation,43,38,Medicare and Medicaid,False,Yes,"416 SEVENTH STREET NORTHEAST
BAGLEY, MN 56621
(47.529413, -95.391458)",09/01/2016,47.529413,-95.391458,3.82698,6307
245357,AVERA SUNRISE MANOR,TYLER,56178,Lincoln,Non profit - Corporation,38,27,Medicare and Medicaid,True,Yes,"240 WILLOW STREET
TYLER, MN 56178
(44.272465, -96.130956)",09/01/2016,44.272465,-96.130956,5.07579,1237
235602,HAZEL I FINDLAY COUNTRY MANOR,SAINT JOHNS,48879,Clinton,Non profit - Corporation,157,138,Medicare and Medicaid,False,Yes,"1101 S SCOTT RD
SAINT JOHNS, MI 48879
(42.991348, -84.542656)",09/01/2016,42.991348,-84.542656,4.59118,6308
235704,"WELLBRIDGE OF ROMEO, LLC",ROMEO,48065,Macomb,For profit - Corporation,124,76,Medicare and Medicaid,False,Yes,"375 SOUTH MAIN STREET
ROMEO, MI 48065
(42.79498, -83.013439)",09/01/2016,42.79498,-83.013439,4.52294,6309
245474,PARK VIEW CARE CENTER,BUFFALO,55313,Wright,Non profit - Corporation,123,117,Medicare and Medicaid,False,Yes,"200 PARK LANE
BUFFALO, MN 55313
(45.165578, -93.873448)",09/01/2016,45.165578,-93.873448,4.20903,6310
